OCC_TITLE,Allwyn,H_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,Date,Year
Computer and Information Systems Managers,IT Project Manager,63.3,9.9,32.07,47.81,58.15,69.93,#,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,57.31,3.4,34.68,43.65,58.16,68.74,80.69,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,62.25,6.9,39.79,49.31,58.25,72.01,87.53,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,64.27,3.9,32.22,38.99,58.4,79.61,#,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,61.15,1.9,38.49,48.24,58.34,71.18,87.15,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,60.58,6.4,40.1,47.8,57.84,70.05,85.01,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,58.59,1.7,38,47.31,58.74,70.02,82.02,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,62.19,1.6,41.88,50.02,58.76,70.75,86.83,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,60.25,7.3,33.54,41.58,58.89,73.54,89.15,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,52.12,8.3,28.82,39.11,46.67,64.55,79.96,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,46.37,2.8,33.81,41.76,46.68,52.77,56.97,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,46.12,3.4,28.98,34.28,46.73,55.57,65.47,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,47.6,2.2,31.09,38.02,46.71,57.1,67.04,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,48.01,3,37.21,40.72,46.81,56.57,66.58,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,47.94,3,31.57,37.97,46.88,57.74,68.94,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,46.59,10.1,23.66,28.72,46.32,56.11,67.21,1/1/2011,2011
"Software Developers, Applications",Software Developer,46.03,2.2,28.97,36.98,46.23,56.19,67.52,1/1/2011,2011
"Software Developers, Applications",Software Developer,47.51,1.9,31.7,38.19,46.39,56.03,67.07,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,48.5,5.6,27.44,35.1,46.26,58.2,69.46,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,47.55,4,31.95,37.98,46.31,56.53,67.36,1/1/2011,2011
"Software Developers, Applications",Software Developer,48.57,2.9,29.68,36.18,46.54,58.47,73.12,1/1/2011,2011
"Software Developers, Applications",Software Developer,45.92,3.3,26.35,33.23,46.44,57.18,68.12,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.33,3.4,28.9,34.94,46.41,63.36,79.16,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,46.18,1.9,34.42,40.16,46.47,51.38,56.37,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.21,4.1,32.26,39.38,46.46,58.17,70.54,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,47.8,8.1,22.42,37.34,46.45,54.84,68.82,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.86,3.1,36.79,40.64,46.46,55.05,78.54,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,48.82,5,31.61,34.92,46.45,64.13,69.61,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.29,2.7,33.3,39.46,47.35,57.25,67.55,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,45.36,3,30.26,34.94,47.36,54.46,61.83,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,45.89,8.2,29.94,35.32,47.38,56.27,66.08,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,46.96,3.2,33.3,40.86,47.38,54.8,62.27,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,54.29,9,32.22,38.54,47.24,58.14,88.44,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,46.08,1.7,30.89,37.03,47.24,55.02,63.54,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,47.68,3,29.71,39.09,47.31,55.95,65.76,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.15,4.5,31.06,37.58,47.23,59.81,77.88,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.75,2.8,34.07,39.85,47.42,60,75.36,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.39,2.5,30.63,38.39,47.54,60.81,72.73,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,49.69,6.5,30.58,38.74,47.55,56.72,69.28,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,46.85,2.3,31.89,37.55,47.6,56.27,64.73,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.4,4.8,30.85,38.56,47.45,59.48,70.32,1/1/2011,2011
"Software Developers, Applications",Software Developer,49.71,2.9,31.78,38.73,47.43,61.14,70.32,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,47.95,3.8,27.41,35.93,47.51,59.01,70.11,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,54.69,4.4,31.56,37.71,47.02,58.76,#,1/1/2011,2011
"Software Developers, Applications",Software Developer,46.34,9.5,30.8,34.33,47.06,55.97,65.64,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,47.5,2.8,29.84,36.28,47.05,56.54,71.5,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.3,4.5,33.65,39.42,46.92,56.32,68.14,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.45,8.1,24.44,38.19,46.9,61.11,69.92,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.55,2.5,30.38,38.01,46.93,55.78,69.51,1/1/2011,2011
"Software Developers, Applications",Software Developer,52.04,5.3,30.18,37.88,46.95,58.77,76.42,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.53,5.5,30.16,37.19,47.07,57.34,75.34,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,50.06,9.1,23.96,38.4,47.2,56.96,78.62,1/1/2011,2011
"Software Developers, Applications",Software Developer,49.09,3.4,30.75,37.6,47.18,58,71.44,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,45.27,2.9,33.35,39.92,47.22,52.55,55.75,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,49.14,2.6,36.79,40.7,47.12,56.16,68.58,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,44.66,10.7,24.63,27.86,47.13,55.63,63.43,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.49,4.3,30.99,37.36,45.43,57.78,69.92,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,49.32,4.6,29.82,38.26,45.44,58.56,75.49,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.64,3.5,25.69,34.93,45.48,59.22,76.34,1/1/2011,2011
"Software Developers, Applications",Software Developer,48.2,4.6,30.97,38.18,45.43,57.26,68.77,1/1/2011,2011
"Software Developers, Applications",Software Developer,46.13,2,30.62,35.29,45.36,55.54,66.82,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.26,6.7,30.27,36.61,45.41,58.44,69.3,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.86,3.3,27.67,38.05,45.39,62.27,71.79,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,47.26,3.8,26.47,35.15,45.39,55.8,69.78,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.43,3.2,37.33,40.46,45.61,60.27,70.35,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,57.82,12,25.36,32.41,45.6,78.41,#,1/1/2011,2011
"Software Developers, Applications",Software Developer,47.85,4.1,28.42,36.73,45.53,56.11,68.23,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,46.7,2.6,26.65,35.75,45.08,56.57,70.57,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,47.2,4.2,28.81,35.03,45.32,55.38,68.79,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,48.92,2.4,33.15,38.59,45.63,61.59,69.97,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,44.39,2.7,26.02,34.05,45.27,54.18,63.55,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,48.28,5.1,32,38.22,46.02,60.05,69.53,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.8,4,36.27,39.96,46.02,54.79,75.81,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,51.3,15.4,17.2,26.78,46.02,65.32,#,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,51.85,9.6,27.27,33.39,45.9,72.58,85.62,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,48.35,4.1,33.01,39.62,45.99,56.47,68.5,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,46.16,2.3,30.41,36.17,45.99,54.23,63.07,1/1/2011,2011
"Software Developers, Applications",Software Developer,44.32,3.9,24.34,36.41,46.18,54.12,62.67,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,49.41,3.2,31.2,35.73,46.19,59.27,74.83,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,45.32,3.5,30.17,34.37,46.1,55.83,65.31,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,44.91,2.6,30.76,38.86,46.1,53.01,57.1,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.01,4,32.22,38.12,45.73,56.86,73.09,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.29,3.5,36.01,40.41,45.68,54.92,65.04,1/1/2011,2011
"Software Developers, Applications",Software Developer,48.08,5.7,31.03,38.17,45.79,56.19,70.12,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,53.39,10,32.92,37.63,45.89,64.39,84.17,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,46.51,3.5,32.25,38.28,45.81,54.92,64.38,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,51.51,2.6,34.15,41.34,51.13,63.57,71.39,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.32,6.2,25.4,34.13,47.62,60.41,71.03,1/1/2011,2011
"Software Developers, Applications",Software Developer,49.76,1.2,30.72,39.01,49.83,60.84,70.41,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.24,4.1,29.81,39.77,49.83,58.27,72.19,1/1/2011,2011
"Software Developers, Applications",Software Developer,52.4,6.4,34.29,40.59,49.85,59.28,71.59,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.52,2.4,31.72,40.58,49.86,60.12,73.09,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.57,3.2,28.96,33.73,49.8,63.4,70.58,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52,2.5,37.02,41.35,49.72,62.63,73.5,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,50.99,3.9,37.99,44.5,49.72,61.59,68.9,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.32,5.6,33.31,40.46,49.7,57.62,71.84,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.34,3.7,34.09,40.89,49.78,57.93,71.1,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.43,1.1,33.65,40.44,49.76,60.48,71.49,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,50.43,3.5,31.54,38.54,49.91,61.83,71.71,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,52.22,8.7,29.26,37.85,50.06,60.02,78.39,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,53.16,5.4,35.01,41.41,50.09,61.06,71.54,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,47.32,2.9,31.09,39.47,50.1,53.36,59.67,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.45,3.6,37.75,43.1,50.14,56.88,70.29,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,50.87,1.9,35.36,41.66,49.98,57.74,69.57,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50,4.4,26.46,38.27,49.99,60.88,70.62,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,48.24,3.1,31.89,39.54,49.34,56.79,66.56,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.21,2.8,32.08,39.89,49.38,59.32,70.39,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.64,3.2,30.46,38.82,49.24,56.9,68.91,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.17,2.9,35.61,40.99,49.31,63,76.26,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,49.55,2.7,31.01,39.29,49.42,57.84,69.36,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.05,2.9,33.94,40.72,49.6,58.74,74.11,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.63,2.5,32.21,38.75,49.65,61.25,73.84,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.52,2.7,37.3,41.73,49.65,60.47,76.06,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.57,5.7,26.47,34.17,49.61,64.49,73.62,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,49.99,6.3,32.11,36.64,49.62,57.4,77.57,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,48.78,2.7,38.32,42.55,49.43,55.85,63.32,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,49.62,3.5,31.18,40.84,49.44,55.91,69.63,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,48.12,2.7,31.96,39.98,50.16,54.31,65.06,1/1/2011,2011
"Software Developers, Applications",Software Developer,54.48,8.1,30.21,36.78,50.7,66.97,84.94,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,55.18,3.5,31.41,39.97,50.7,65.57,84.6,1/1/2011,2011
"Software Developers, Applications",Software Developer,47.9,4.2,32.69,44.66,50.72,55.09,57.72,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,51.53,3.2,36.26,41.63,50.77,61.59,71.26,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.73,2.3,27.93,40.7,50.75,61.28,69.87,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,57.41,7.9,31.15,35.87,50.76,78.21,89.49,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.98,2.3,38.95,42.72,50.8,63.28,71.37,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,51.59,1.9,32.98,41.53,50.58,59.9,71.27,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,52.2,4.4,35.8,42.27,51.03,60.73,69.76,1/1/2011,2011
"Software Developers, Applications",Software Developer,50.43,1.7,33.62,41.32,51.05,60.99,69.39,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,50.98,10.4,35.48,41.67,51.08,61.4,69.56,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,54.11,2,32.37,39.77,50.95,64.3,80.53,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,55.1,5.8,33.2,39.83,50.27,62.38,84.43,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,49.34,7.2,31.66,36.87,50.3,58.6,70.41,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,53.01,3.2,37.08,41.85,50.25,60.62,77.12,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.79,2.7,31.28,42.36,50.31,56.87,65.84,1/1/2011,2011
"Software Developers, Applications",Software Developer,49.6,2.6,37.19,42.77,50.21,56.65,65.73,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.54,3.3,34.39,41.65,50.2,60.15,72.43,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,54.83,5,32.33,38.92,50.22,67.49,84.23,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.51,1.8,34.41,41.07,50.35,59.67,70.21,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.21,5.3,36.79,43.69,50.48,57.06,67.68,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.83,4.2,39.58,43.52,50.55,57.22,69.95,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.99,3.2,34.4,41.48,50.55,58.74,69.96,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.54,3.9,30.14,36.43,50.46,60.75,73.09,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,53.62,9,31.16,39.68,50.38,57.92,78.34,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,52.71,5,29.2,39.71,50.44,60.59,82.66,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,57.13,5.5,39.58,43.53,50.43,66.17,83.48,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,66.1,13.6,37.87,41.24,49.21,84.17,#,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,45.67,4.6,31.2,37.4,48.23,54.48,58.32,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,47.68,1.7,33.5,40.02,48.24,54.77,61.37,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.6,3.7,35.02,40.88,48.36,56.88,66.6,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.33,2,29.95,38.29,48.35,59.39,68.9,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.11,3.7,34.82,39.9,48.26,58.14,67.64,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.7,4.5,29.71,35.68,48.31,57.85,80.15,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,48.85,2.8,28.85,38.98,47.7,56.1,71.86,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,46.6,3.1,33.04,39.65,47.7,54.5,58.81,1/1/2011,2011
"Software Developers, Applications",Software Developer,47.81,2.3,32.04,39.5,47.67,55.98,66.39,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,46.9,2.2,30.5,38.91,47.8,56,65.23,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,50.11,2.9,38.01,41.04,47.93,57.67,67.1,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.44,4.5,25.57,33.06,47.81,61.1,73.33,1/1/2011,2011
"Software Developers, Applications",Software Developer,46.99,7.9,29.92,33.97,47.81,56.32,69.28,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,46.07,3.4,21.69,41.49,48.96,53.79,56.76,1/1/2011,2011
"Software Developers, Applications",Software Developer,50.22,1.2,30.79,38.74,48.98,61.23,71.33,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,47.17,6.3,27.24,32.3,48.98,60.9,68.83,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,54.04,4.7,33.85,39.77,48.87,64.17,79.63,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,49.62,4.5,30.36,39.52,48.86,57.49,74.67,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,53.08,2.5,34.06,40.4,48.85,62.09,78.88,1/1/2011,2011
"Software Developers, Applications",Software Developer,48.42,1.9,31.17,39.26,48.85,57.34,68,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,49.15,6.7,32.16,39.9,48.8,57.17,67.14,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.52,4.4,34.82,40.74,49.19,60.17,69.68,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,47.7,3.4,35.2,41.39,49.05,55.22,59.2,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.08,3,37.23,41.55,49.04,56.9,68.7,1/1/2011,2011
"Software Developers, Applications",Software Developer,62.25,21.4,27.76,37.86,49.12,67.73,#,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,51.06,1.9,33.36,40.76,49.09,57.29,71.61,1/1/2011,2011
"Software Developers, Applications",Software Developer,52.08,9.6,31.38,35.97,48.55,64.79,74.67,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,49.44,9.2,27.6,33.82,48.57,55.96,72.53,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,45.99,6,28.98,36.4,48.62,54.73,63.01,1/1/2011,2011
"Software Developers, Applications",Software Developer,49.77,2.2,31.65,38.91,48.52,57.69,70.33,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,50.7,2.5,33.74,39.79,48.64,57.51,72.28,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,58.22,17.3,26.46,37.23,48.66,74.97,#,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,47.95,3.3,30.14,39.98,48.71,55.78,65.46,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.51,4.9,22.76,30.28,34.44,42.64,50.59,1/1/2011,2011
"Software Developers, Applications",Software Developer,36.65,6.5,24.77,28.66,34.53,45.17,53.84,1/1/2011,2011
"Software Developers, Applications",Software Developer,33.32,9.9,20.14,24.95,34.51,41.71,45.22,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.14,10.1,19.97,25.45,34.42,43.31,53.35,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.73,2.8,22.84,27.62,34.63,42.79,52.46,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,38.73,4.7,26.05,30.31,34.67,42.69,62.98,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.73,2.3,23.72,27.81,34.7,41.88,46.48,1/1/2011,2011
"Software Developers, Applications",Software Developer,37.95,8.4,21.09,28.21,34.57,49.4,58.16,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.71,7.9,20.54,26.24,34.55,43.7,55.53,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.61,4,20.72,24.73,34.09,43.26,56.53,1/1/2011,2011
Computer and Information Research Scientists,Senior Data Scientist,36.39,9.4,28.91,31.18,34.13,37.15,50.75,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.93,5,23.7,28.55,34.01,41.49,49.57,1/1/2011,2011
"Software Developers, Applications",Software Developer,33.71,3.7,24.56,30.37,34.02,38.98,44.19,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,35.18,8.6,16.37,25.29,34.02,44.16,58.25,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,33.94,11.5,13.26,22.58,34.03,45.29,55.55,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.13,1.8,23.7,28.39,34.04,40.41,45.46,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.15,3.1,20.3,27.67,34.3,41.62,48.14,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.16,5.1,21.39,29.89,34.19,41.65,51.39,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,35.91,6.1,21.62,26.62,34.19,45.29,54.6,1/1/2011,2011
"Software Developers, Applications",Software Developer,36.14,3.8,23.17,27.54,35.22,43.22,52.43,1/1/2011,2011
"Software Developers, Applications",Software Developer,39.27,7.5,14.01,24.79,35.25,45.01,57.37,1/1/2011,2011
"Software Developers, Applications",Software Developer,38.23,7.3,21.63,28.14,35.25,43.4,54.07,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,41.91,6.7,24.51,29.4,35.23,56.98,69.78,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,39.27,8.9,30.12,32,35.12,41,47.91,1/1/2011,2011
"Software Developers, Applications",Software Developer,36.91,8.9,24.38,28.45,35.46,42.7,58,1/1/2011,2011
"Software Developers, Applications",Software Developer,36.64,3.5,21.76,27.27,35.47,44.91,54.61,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.49,4.6,23.69,29.13,35.43,42.53,48.8,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.59,8,14.97,23.45,35.45,46.04,54.98,1/1/2011,2011
"Software Developers, Applications",Software Developer,36.92,3.3,22.42,28.02,35.29,44.31,55.22,1/1/2011,2011
"Software Developers, Applications",Software Developer,36.41,3.7,23.27,27.64,35.28,45.51,53.13,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,39.89,5.9,29.85,31.92,35.36,47.78,57.52,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,42.47,7.7,26.04,30.47,34.84,50.98,69.72,1/1/2011,2011
"Software Developers, Applications",Software Developer,36.2,4.8,23.1,26.86,34.85,44.01,54.2,1/1/2011,2011
"Software Developers, Applications",Software Developer,37.66,2.8,30.23,31.93,34.75,43.48,53.96,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,35.38,3.5,22.48,26.38,34.78,40.09,51.01,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,39.07,5.6,18.77,25.78,34.76,48.15,68.24,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,40.09,5.4,25.86,29.85,34.76,49.53,64.62,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,37.07,3.6,27.45,31.16,34.99,43.11,51.79,1/1/2011,2011
"Software Developers, Applications",Software Developer,33.97,4,20.52,29.1,34.9,40.98,44.78,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.73,2.3,25.74,30.86,34.95,41.1,45.61,1/1/2011,2011
"Software Developers, Applications",Software Developer,31.6,10.6,8.96,24.73,33.14,41,51.47,1/1/2011,2011
"Software Developers, Applications",Software Developer,38.41,21.4,20.82,28.04,32.78,59.15,67.37,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,36.32,6.7,25.19,28.2,32.83,41.18,54.73,1/1/2011,2011
"Software Developers, Applications",Software Developer,37.49,10.8,19.14,26.03,32.92,38.96,54.59,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,32.04,11.4,18.12,22.1,32.92,41.29,46.16,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.59,3.3,22.68,27.43,33.77,41.46,49.25,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.27,3.9,23.79,26.98,33.77,42.24,51.85,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.73,3.1,20.09,25.11,33.75,42.56,52.16,1/1/2011,2011
"Software Developers, Applications",Software Developer,33.74,3.7,20.68,27.35,33.66,40.14,45.57,1/1/2011,2011
"Software Developers, Applications",Software Developer,33.44,1.9,22.25,28.39,33.66,38.57,43.8,1/1/2011,2011
Computer Hardware Engineers,Cloud Engineer,36.13,3.8,25.87,29.23,33.73,40.03,54.23,1/1/2011,2011
"Software Developers, Applications",Software Developer,36.2,5.4,23.66,27.06,33.7,43.98,53.75,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,35.11,2.7,24.96,28.4,33.71,40.76,49.46,1/1/2011,2011
"Software Developers, Applications",Software Developer,33.7,6.1,19.98,26.3,33.98,41.62,45.87,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.48,5.6,20.98,26.45,33.97,41.44,47.48,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.57,2.8,23.96,29.01,33.97,40.16,45.79,1/1/2011,2011
"Software Developers, Applications",Software Developer,35.29,3.3,25.72,30.59,33.96,39.12,47.81,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.66,3.2,24.41,28.79,33.83,40.23,46.61,1/1/2011,2011
Computer and Information Systems Managers,IT Project Manager,37.1,1.9,19.63,25.28,33.83,44.38,59.65,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.26,5,27,30.38,33.45,36.52,44.45,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.27,2.7,23.34,27.51,33.34,40.4,47.73,1/1/2011,2011
"Software Developers, Applications",Software Developer,34.71,2.6,25.5,30.04,33.64,39.13,46.41,1/1/2011,2011
